name,description,chunks
Три богатыря и Наследница престола,"князь киевский решил назначить наследника престола, только вот незадача - кто это может быть? родственник, друг семьи или может быть, заморская принцесса? недолго думая, князь-батюшка выбирает почти принцессу, а главное родственницу -  племянницу забаву. нынче она вместе со своим мужем елисеем (помните верного ученика добрыни никитича?) получает образование в далеком царьграде, где правит коварный василевс. чтобы вернуть наследницу на родные просторы за тридевять земель в спешном порядке отправляются три богатыря и, конечно же, главный придворный конь юлий.","князь киевский решил назначить наследника престола, только вот незадача - кто это может быть? родственник, друг семьи или может быть, заморская принцесса? недолго думая, князь-батюшка выбирает почти принцессу, а главное родственницу -  племянницу забаву. нынче она вместе со своим мужем елисеем (помните верного ученика добрыни никитича?) получает образование в далеком царьграде, где правит коварный василевс."
Три богатыря и Наследница престола,"князь киевский решил назначить наследника престола, только вот незадача - кто это может быть? родственник, друг семьи или может быть, заморская принцесса? недолго думая, князь-батюшка выбирает почти принцессу, а главное родственницу -  племянницу забаву. нынче она вместе со своим мужем елисеем (помните верного ученика добрыни никитича?) получает образование в далеком царьграде, где правит коварный василевс. чтобы вернуть наследницу на родные просторы за тридевять земель в спешном порядке отправляются три богатыря и, конечно же, главный придворный конь юлий.","Три богатыря и Наследница престола: нынче она вместе со своим мужем елисеем (помните верного ученика добрыни никитича?) получает образование в далеком царьграде, где правит коварный василевс. чтобы вернуть наследницу на родные просторы за тридевять земель в спешном порядке отправляются три богатыря и, конечно же, главный придворный конь юлий."
Чики,"юг. поля подсолнухов, шашлычный дымок, спелые арбузы, джигиты на лошадях и жигулях. у трассы в притоне нелегким трудом зарабатывают на жизнь три подруги – света, марина и людка. раньше их было четверо. самая смелая и предприимчивая – жанна – укатила в москву и вернулась на красном mini cooper с идеей начать свой бизнес. одна за другой подруги присоединяются к плану завязать с грязным прошлым. это трудно и даже опасно, но оно точно того стоит. ","Чики: юг. поля подсолнухов, шашлычный дымок, спелые арбузы, джигиты на лошадях и жигулях. у трассы в притоне нелегким трудом зарабатывают на жизнь три подруги – света, марина и людка. раньше их было четверо. самая смелая и предприимчивая – жанна – укатила в москву и вернулась на красном mini cooper с идеей начать свой бизнес. одна за другой подруги присоединяются к плану завязать с грязным прошлым. это трудно и даже опасно, но оно точно того стоит."
Грозовые ворота,"рота старшего лейтенанта александра доронина откомандирована на северный кавказ. командир полка полковник галкин поручает доронину оборону перевала «грозовые ворота». к роте доронина прикомандировывают группу спецназа гру под командованием майора егорова, у которого несколько лет назад от рук террористов погибли жена и сын. вскоре по прибытии на перевал, егоров знакомит доронина со своим доверенным лицом шахом, бывшим чеченским генералом. у шаха имеется достоверная информация, что к перевалу стягиваются крупные силы боевиков. они готовятся нанести роте сокрушительный удар...","рота старшего лейтенанта александра доронина откомандирована на северный кавказ. командир полка полковник галкин поручает доронину оборону перевала «грозовые ворота». к роте доронина прикомандировывают группу спецназа гру под командованием майора егорова, у которого несколько лет назад от рук террористов погибли жена и сын. вскоре по прибытии на перевал, егоров знакомит доронина со своим доверенным лицом шахом, бывшим чеченским генералом."
Грозовые ворота,"рота старшего лейтенанта александра доронина откомандирована на северный кавказ. командир полка полковник галкин поручает доронину оборону перевала «грозовые ворота». к роте доронина прикомандировывают группу спецназа гру под командованием майора егорова, у которого несколько лет назад от рук террористов погибли жена и сын. вскоре по прибытии на перевал, егоров знакомит доронина со своим доверенным лицом шахом, бывшим чеченским генералом. у шаха имеется достоверная информация, что к перевалу стягиваются крупные силы боевиков. они готовятся нанести роте сокрушительный удар...","Грозовые ворота: вскоре по прибытии на перевал, егоров знакомит доронина со своим доверенным лицом шахом, бывшим чеченским генералом. у шаха имеется достоверная информация, что к перевалу стягиваются крупные силы боевиков. они готовятся нанести роте сокрушительный удар."
Притворись моей женой,"пластический хирург влюблён вмолоденькую учительницу. чтобы выпутаться изнеловкой ситуации, вкоторую попал пособственной глупости, онпросит свою преданную ассистентку притвориться егоженой, скоторой онякобы собирается развестись. один обман следует задругим, ивот висторию втянуты ужеи дети егоколлеги, итеперь всеони отправляются науикенд нагавайи.","Притворись моей женой: пластический хирург влюблён вмолоденькую учительницу. чтобы выпутаться изнеловкой ситуации, вкоторую попал пособственной глупости, онпросит свою преданную ассистентку притвориться егоженой, скоторой онякобы собирается развестись. один обман следует задругим, ивот висторию втянуты ужеи дети егоколлеги, итеперь всеони отправляются науикенд нагавайи."
Трансформеры 3: Тёмная сторона Луны,"американское правительство долго скрывало тайну первой высадки человека на луну. оказывается, 20 июля 1969 года совершив посадку на луне, американские астронавты обнаружили разбившийся корабль автоботов и останки роботов. программу засекретили, но спустя сорок лет она вновь всплыла, как камень преткновения в отношениях людей и автоботов. сем уитвики и его новая подружка карли оказываются в самом эпицентре новой глобальной заварушки с участием десептиконов и автоботов, в основу которого положена тайна, которую хранит темная сторона луны.","американское правительство долго скрывало тайну первой высадки человека на луну. оказывается, 20 июля 1969 года совершив посадку на луне, американские астронавты обнаружили разбившийся корабль автоботов и останки роботов. программу засекретили, но спустя сорок лет она вновь всплыла, как камень преткновения в отношениях людей и автоботов."
Трансформеры 3: Тёмная сторона Луны,"американское правительство долго скрывало тайну первой высадки человека на луну. оказывается, 20 июля 1969 года совершив посадку на луне, американские астронавты обнаружили разбившийся корабль автоботов и останки роботов. программу засекретили, но спустя сорок лет она вновь всплыла, как камень преткновения в отношениях людей и автоботов. сем уитвики и его новая подружка карли оказываются в самом эпицентре новой глобальной заварушки с участием десептиконов и автоботов, в основу которого положена тайна, которую хранит темная сторона луны.","Трансформеры 3: Тёмная сторона Луны: программу засекретили, но спустя сорок лет она вновь всплыла, как камень преткновения в отношениях людей и автоботов. сем уитвики и его новая подружка карли оказываются в самом эпицентре новой глобальной заварушки с участием десептиконов и автоботов, в основу которого положена тайна, которую хранит темная сторона луны."
Как я встретил вашу маму,"«как я встретил вашу маму» — комедия про теда и про то, как он влюбился. все неприятности начинаются с того, что лучший друг теда, маршалл, вдруг неожиданно сообщает, что он хочет сделать предложение своей давней подруге лили, воспитательнице детского сада. к тому времени тед понимает, что ему нужно прилагать больше усилий, если он действительно надеется найти свою настоящую любовь. помогает ему в этих поисках его друг барни - убеждённый холостяк, вечно со своим, иногда чересчур, мнением на всё происходящее, со склонностью к костюмам и верным способом знакомиться с девушками. когда тед встречает робин, он решает, что это любовь с первого взгляда, но у судьбы в запасе есть кое-что ещё.","«как я встретил вашу маму» — комедия про теда и про то, как он влюбился. все неприятности начинаются с того, что лучший друг теда, маршалл, вдруг неожиданно сообщает, что он хочет сделать предложение своей давней подруге лили, воспитательнице детского сада. к тому времени тед понимает, что ему нужно прилагать больше усилий, если он действительно надеется найти свою настоящую любовь."
Как я встретил вашу маму,"«как я встретил вашу маму» — комедия про теда и про то, как он влюбился. все неприятности начинаются с того, что лучший друг теда, маршалл, вдруг неожиданно сообщает, что он хочет сделать предложение своей давней подруге лили, воспитательнице детского сада. к тому времени тед понимает, что ему нужно прилагать больше усилий, если он действительно надеется найти свою настоящую любовь. помогает ему в этих поисках его друг барни - убеждённый холостяк, вечно со своим, иногда чересчур, мнением на всё происходящее, со склонностью к костюмам и верным способом знакомиться с девушками. когда тед встречает робин, он решает, что это любовь с первого взгляда, но у судьбы в запасе есть кое-что ещё.","Как я встретил вашу маму: к тому времени тед понимает, что ему нужно прилагать больше усилий, если он действительно надеется найти свою настоящую любовь. помогает ему в этих поисках его друг барни - убеждённый холостяк, вечно со своим, иногда чересчур, мнением на всё происходящее, со склонностью к костюмам и верным способом знакомиться с девушками. когда тед встречает робин, он решает, что это любовь с первого взгляда, но у судьбы в запасе есть кое-что ещё."
Жизнь прекрасна,"во время второй мировой войны из италии в концлагерь были отправлены евреи - отец с маленьким сыном. жена-итальянка добровольно последовала за ними. в лагере отец сказал мальчику, что всё происходящее вокруг является большой интересной игрой за приз в виде настоящего танка. и этот классный приз достанется тому мальчику, который сможет не попасться на глаза надзирателям.","Жизнь прекрасна: во время второй мировой войны из италии в концлагерь были отправлены евреи - отец с маленьким сыном. жена-итальянка добровольно последовала за ними. в лагере отец сказал мальчику, что всё происходящее вокруг является большой интересной игрой за приз в виде настоящего танка. и этот классный приз достанется тому мальчику, который сможет не попасться на глаза надзирателям."
Неудержимые,"отряд профессиональных наёмников и отчаянных парней во главе с барни россом получает непростое задание - любой ценой найти и уничтожить кровавого тирана-диктатора, нагнетающего страх на мирное население и сеющего хаос в южноамериканской стране.отправляясь на выполнение нелёгкой миссии, закалённые огнём и водой, прошедшие не одну войну, люди росса попадают в самое пекло. отныне им придётся выживать: сплотиться и достигнуть цели, либо отчаяться и погибнуть. и всё же эти храбрые, поистине невозмутимые ребята готовы реализовать даже не реализуемое. но не всё так просто, как кажется на первый взгляд...","отряд профессиональных наёмников и отчаянных парней во главе с барни россом получает непростое задание - любой ценой найти и уничтожить кровавого тирана-диктатора, нагнетающего страх на мирное население и сеющего хаос в южноамериканской стране. отправляясь на выполнение нелёгкой миссии, закалённые огнём и водой, прошедшие не одну войну, люди росса попадают в самое пекло. отныне им придётся выживать: сплотиться и достигнуть цели, либо отчаяться и погибнуть."
Мачо и ботан,"шмидт и дженко люто ненавидели друг друга в школе. однако жизнь распорядилась так, чтобы в полицейской академии они стали друзьями. их никак нельзя было назвать гордостью альма-матер до тех пор, пока судьба не подкинула шанс все изменить — они поступили на службу в департамент секретной службы на джамп-стрит, которой руководит капитан диксон. они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие. беда в том, что современные тинейджеры сильно отличаются от тех, какими их запомнили шмидт и дженко. друзья понимают, что все их знания о сексе, наркотиках и рок-н-ролле в корне неверны. кроме того, парни понимают, что, несмотря на прошедшие годы, детские комплексы им так и не удалось полностью искоренить. обоим предстоит вновь заглянуть в глаза собственным страхам и в прямом смысле слова вернуться в шкуры подростков.","шмидт и дженко люто ненавидели друг друга в школе. однако жизнь распорядилась так, чтобы в полицейской академии они стали друзьями. их никак нельзя было назвать гордостью альма-матер до тех пор, пока судьба не подкинула шанс все изменить — они поступили на службу в департамент секретной службы на джамп-стрит, которой руководит капитан диксон. они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие."
Мачо и ботан,"шмидт и дженко люто ненавидели друг друга в школе. однако жизнь распорядилась так, чтобы в полицейской академии они стали друзьями. их никак нельзя было назвать гордостью альма-матер до тех пор, пока судьба не подкинула шанс все изменить — они поступили на службу в департамент секретной службы на джамп-стрит, которой руководит капитан диксон. они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие. беда в том, что современные тинейджеры сильно отличаются от тех, какими их запомнили шмидт и дженко. друзья понимают, что все их знания о сексе, наркотиках и рок-н-ролле в корне неверны. кроме того, парни понимают, что, несмотря на прошедшие годы, детские комплексы им так и не удалось полностью искоренить. обоим предстоит вновь заглянуть в глаза собственным страхам и в прямом смысле слова вернуться в шкуры подростков.","они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие. беда в том, что современные тинейджеры сильно отличаются от тех, какими их запомнили шмидт и дженко. друзья понимают, что все их знания о сексе, наркотиках и рок-н-ролле в корне неверны. кроме того, парни понимают, что, несмотря на прошедшие годы, детские комплексы им так и не удалось полностью искоренить."
Александр,"спустя 40 лет после гибели александра пожилой птолемей, один из ближайших соратников македонского, ставший после его смерти наместником египта, решает рассказать и записать историю побед великого полководца. в течение восьми лет войско александра великого двигалось на восток, к берегам мирового океана. покорив западную и центральную азию, македонский первым ступил на загадочную и таинственную землю древней индии. об этом он мечтал ещё в детстве, слушая мифы о трое, подвигах геракла и ахиллеса…","Александр: спустя 40 лет после гибели александра пожилой птолемей, один из ближайших соратников македонского, ставший после его смерти наместником египта, решает рассказать и записать историю побед великого полководца. в течение восьми лет войско александра великого двигалось на восток, к берегам мирового океана. покорив западную и центральную азию, македонский первым ступил на загадочную и таинственную землю древней индии. об этом он мечтал ещё в детстве, слушая мифы о трое, подвигах геракла и ахиллеса…."
Барбоскины на даче,"нешуточные страсти кипят на обычной даче, где отдыхает семья барбоскиных. коварные противники, фантастические изобретения, великосветские интриги, разбитые сердца и даже шпионские тайны. справиться со всем этим под силу только настоящему индейцу – малышу.","Барбоскины на даче: нешуточные страсти кипят на обычной даче, где отдыхает семья барбоскиных. коварные противники, фантастические изобретения, великосветские интриги, разбитые сердца и даже шпионские тайны. справиться со всем этим под силу только настоящему индейцу – малышу."
Отбросы,"келли, нейтан, кертис, алиша и саймон выполняют общественные работы за совершение мелких преступлений. они – не друзья. более того, у них нет ничего общего. в группе постоянно происходят конфликты, споры и драки. но в удивительный день во время сильного шторма сильная молния делает из них супергероев и наделяет их сверхспособностями. они понятия не имеют, что делать с открывшимися перспективами. более того, никто из них не рад своей новой силе, потому что она раскрывает их самые глубокие комплексы и тайны, которые бы они не хотели выставлять напоказ.","келли, нейтан, кертис, алиша и саймон выполняют общественные работы за совершение мелких преступлений. они – не друзья. более того, у них нет ничего общего. в группе постоянно происходят конфликты, споры и драки. но в удивительный день во время сильного шторма сильная молния делает из них супергероев и наделяет их сверхспособностями. они понятия не имеют, что делать с открывшимися перспективами."
Очень плохая училка,"учительница средних классов живет гламурной жизнью светской львицы, ходит на работу как на вечеринку и мечтает об увеличении объема собственного бюста. однако после внезапного разрыва с богатым бойфрендом ее образ жизни резко меняется, хотя сама она это осознает не сразу. но когда в их школу приходит новый преподаватель, она совершенно теряет голову и начинает охоту за... деньгами.","Очень плохая училка: учительница средних классов живет гламурной жизнью светской львицы, ходит на работу как на вечеринку и мечтает об увеличении объема собственного бюста. однако после внезапного разрыва с богатым бойфрендом ее образ жизни резко меняется, хотя сама она это осознает не сразу. но когда в их школу приходит новый преподаватель, она совершенно теряет голову и начинает охоту за. деньгами."
Ограбление на Бейкер-Стрит,"великобритания, 1971 год. терри встречает старую знакомую мартин, которая предлагает ему ограбить банк и одним махом решить все финансовые проблемы. но на самом деле это идея служащего ми-5, которому нужно выкрасть компромат на члена королевской семьи. ограбление проходит успешно, но события принимают неожиданный поворот.","Ограбление на Бейкер-Стрит: великобритания, 1971 год. терри встречает старую знакомую мартин, которая предлагает ему ограбить банк и одним махом решить все финансовые проблемы. но на самом деле это идея служащего ми-5, которому нужно выкрасть компромат на члена королевской семьи. ограбление проходит успешно, но события принимают неожиданный поворот."
Три метра над уровнем неба,"история двух молодых людей, которые принадлежат к разным мирам. баби ― богатая девушка, которая отображает доброту и невинность. аче — мятежный мальчик, импульсивный, бессознательный, склонный к риску и опасности. это маловероятно, практически невозможно, но их встреча неизбежна, и в этом неистовом путешествии между ними возникает первая большая любовь.","Три метра над уровнем неба: история двух молодых людей, которые принадлежат к разным мирам. баби ― богатая девушка, которая отображает доброту и невинность. аче — мятежный мальчик, импульсивный, бессознательный, склонный к риску и опасности. это маловероятно, практически невозможно, но их встреча неизбежна, и в этом неистовом путешествии между ними возникает первая большая любовь."
Мег: Монстр глубины,"глубоководный батискаф, осуществляющий наблюдение врамках международной программы поизучению подводной жизни, былатакован огромным существом, которое всесчитали давно вымершим. неисправный аппарат теперь лежит надне глубочайшей впадины тихого океана соказавшимся вловушке экипажем. ихвремя наисходе. китайский океанограф-новатор, несмотря напротесты своей дочери суинь, зовет подводника джонаса тейлора, чтобы тотпомог спасти команду отневиданной угрозы—доисторического 23-метрового мегалодона. никто иподумать немог, чтотейлор ужесталкивался сэтим чудовищным созданием.","глубоководный батискаф, осуществляющий наблюдение врамках международной программы поизучению подводной жизни, былатакован огромным существом, которое всесчитали давно вымершим. неисправный аппарат теперь лежит надне глубочайшей впадины тихого океана соказавшимся вловушке экипажем. ихвремя наисходе. китайский океанограф-новатор, несмотря напротесты своей дочери суинь, зовет подводника джонаса тейлора, чтобы тотпомог спасти команду отневиданной угрозы—доисторического 23-метрового мегалодона."
Мег: Монстр глубины,"глубоководный батискаф, осуществляющий наблюдение врамках международной программы поизучению подводной жизни, былатакован огромным существом, которое всесчитали давно вымершим. неисправный аппарат теперь лежит надне глубочайшей впадины тихого океана соказавшимся вловушке экипажем. ихвремя наисходе. китайский океанограф-новатор, несмотря напротесты своей дочери суинь, зовет подводника джонаса тейлора, чтобы тотпомог спасти команду отневиданной угрозы—доисторического 23-метрового мегалодона. никто иподумать немог, чтотейлор ужесталкивался сэтим чудовищным созданием.","Мег: Монстр глубины: китайский океанограф-новатор, несмотря напротесты своей дочери суинь, зовет подводника джонаса тейлора, чтобы тотпомог спасти команду отневиданной угрозы—доисторического 23-метрового мегалодона. никто иподумать немог, чтотейлор ужесталкивался сэтим чудовищным созданием."
Три богатыря на дальних берегах,"на этот раз алеша попович, добрыня никитич и илья муромец, благодаря козням коварной бабы яги, оказываются за семью морями на острове, на котором живут туземцы и страшный гомума. в их отсутствие купец колыван решают вместе с бабой-ягой захватить царство и забрать власть у князя киевского. на помощь незадачливому правителю приходит конь юлий, а также жены богатырей и их многочисленные родственники. словом, богатырей и зрителей ждут приключения на дальних берегах, обыкновенные и невероятные.","Три богатыря на дальних берегах: на этот раз алеша попович, добрыня никитич и илья муромец, благодаря козням коварной бабы яги, оказываются за семью морями на острове, на котором живут туземцы и страшный гомума. в их отсутствие купец колыван решают вместе с бабой-ягой захватить царство и забрать власть у князя киевского. на помощь незадачливому правителю приходит конь юлий, а также жены богатырей и их многочисленные родственники. словом, богатырей и зрителей ждут приключения на дальних берегах, обыкновенные и невероятные."
Суперсемейка 2,"после событий первой части суперсемейка пользуется повышенным вниманием со стороны журналистов. неожиданно оказалось, что обаятельная миссис исключительная гораздо лучше смотрится на экране телевизора, чем её муж. мистеру исключительному все чаще приходится сидеть дома и приглядывать за детьми, у каждого из которых есть свои причины быть недовольным собственными суперспособностями. однако семейным проблемам предстоит отступить на второй план, когда окажется, что спокойствию суперсемейки угрожает новый могущественный враг.","после событий первой части суперсемейка пользуется повышенным вниманием со стороны журналистов. неожиданно оказалось, что обаятельная миссис исключительная гораздо лучше смотрится на экране телевизора, чем её муж. мистеру исключительному все чаще приходится сидеть дома и приглядывать за детьми, у каждого из которых есть свои причины быть недовольным собственными суперспособностями."
Суперсемейка 2,"после событий первой части суперсемейка пользуется повышенным вниманием со стороны журналистов. неожиданно оказалось, что обаятельная миссис исключительная гораздо лучше смотрится на экране телевизора, чем её муж. мистеру исключительному все чаще приходится сидеть дома и приглядывать за детьми, у каждого из которых есть свои причины быть недовольным собственными суперспособностями. однако семейным проблемам предстоит отступить на второй план, когда окажется, что спокойствию суперсемейки угрожает новый могущественный враг.","Суперсемейка 2: мистеру исключительному все чаще приходится сидеть дома и приглядывать за детьми, у каждого из которых есть свои причины быть недовольным собственными суперспособностями. однако семейным проблемам предстоит отступить на второй план, когда окажется, что спокойствию суперсемейки угрожает новый могущественный враг."
Красота по-американски,"лестер бернэм переживает кризис среднего возраста. его не уважают и не ценят на работе, а от счастливой семьи осталась лишь видимость. у жены кэролайн страстный роман с коллегой по работе, а угрюмая дочь-подросток джейн увлечена соседским парнем, побывавшим в психиатрической больнице.терзаемый душевными муками лестер впадает в депрессию. но неожиданно для себя влюбляется в одноклассницу дочери анджелу, и эта страсть дает лестеру мощный жизненный импульс. он ощущает прилив сил и желаний и готов снова радоваться красоте.","лестер бернэм переживает кризис среднего возраста. его не уважают и не ценят на работе, а от счастливой семьи осталась лишь видимость. у жены кэролайн страстный роман с коллегой по работе, а угрюмая дочь-подросток джейн увлечена соседским парнем, побывавшим в психиатрической больнице. терзаемый душевными муками лестер впадает в депрессию. но неожиданно для себя влюбляется в одноклассницу дочери анджелу, и эта страсть дает лестеру мощный жизненный импульс."
